Time,Force,Windspeed,Coefficient
100.721405,275.0,61.600006,341.79364
100.79141,275.0,61.600006,341.79364
100.86141,275.0,61.600006,341.79364
100.93141,276.0,62.200012,342.0691
101.00142,276.0,62.200012,342.0691
101.07142,276.0,61.600006,342.31653
101.14142,276.0,61.0,342.5627
101.21142,276.0,61.0,342.5627
101.28142,276.0,60.400024,342.80762
101.351425,276.0,60.400024,342.80762
101.421425,278.0,59.799988,344.08655
101.491425,279.0,60.400024,344.36575
101.56143,279.0,60.400024,344.36575
101.63143,280.0,59.200012,345.35727
101.70143,280.0,59.200012,345.35727
101.77143,282.0,58.600006,346.6198
101.84143,283.0,59.200012,346.90488
101.91144,283.0,59.200012,346.90488
101.98144,286.0,59.200012,348.4525
102.05144,286.0,59.200012,348.4525
102.121445,286.0,59.200012,348.4525
102.191444,286.0,59.200012,348.4525
102.261444,286.0,59.200012,348.4525
102.33144,284.0,58.600006,347.6481
102.40144,284.0,58.600006,347.6481
102.47145,282.0,58.600006,346.6198
102.54145,282.0,58.600006,346.6198
102.61145,281.0,57.399963,346.56732
102.68146,281.0,57.399963,346.56732
102.75146,281.0,57.399963,346.56732
102.82146,281.0,55.600006,347.25104
102.89146,281.0,55.600006,347.25104
102.96146,282.0,55.0,347.9806
103.03146,282.0,55.0,347.9806
103.10146,282.0,55.0,347.9806
103.17146,282.0,53.80002,348.42517
103.24147,282.0,53.80002,348.42517
103.31147,282.0,53.200012,348.6458
103.38147,282.0,53.200012,348.6458
103.45147,282.0,53.200012,348.6458
103.52147,282.0,51.99997,349.0838
103.59148,282.0,51.99997,349.0838
103.661476,282.0,51.399994,349.30115
103.731476,282.0,51.399994,349.30115
103.80148,282.0,51.399994,349.30115
103.87148,282.0,51.399994,349.30115
103.94148,282.0,51.399994,349.30115
104.01148,281.0,50.799988,348.53275
104.08148,280.0,50.200012,348.75122
104.15149,281.0,49.599976,349.4577
104.22149,281.0,49.599976,349.4577
104.29149,281.0,48.399994,349.88608
104.361496,281.0,48.399994,349.88608
104.431496,281.0,48.399994,349.88608
104.501495,281.0,47.200012,350.31027
104.571495,281.0,47.200012,350.31027
104.641495,282.0,46.600006,351.002
104.7115,282.0,46.600006,351.002
104.7815,282.0,46.600006,351.002
104.8515,282.0,46.600006,351.002
104.92151,282.0,46.600006,351.002
104.99151,281.0,46.600006,350.5208
105.06151,281.0,46.600006,350.5208
105.13151,281.0,46.600006,350.5208
105.20151,279.0,45.400024,349.9827
105.271515,279.0,45.400024,349.9827
105.341515,278.0,44.799988,349.71677
105.411514,278.0,44.799988,349.71677
105.48152,278.0,44.799988,349.71677
105.55152,276.0,45.400024,348.5485
105.62152,274.0,44.799988,347.8107
105.69152,274.0,44.799988,347.8107
105.76152,274.0,44.799988,347.8107
105.83153,273.0,44.799988,347.33417
105.90153,273.0,44.799988,347.33417
105.97153,271.0,43.600006,346.82382
106.041534,271.0,43.600006,346.82382
106.111534,271.0,43.600006,346.82382
106.18153,273.0,43.600006,347.77072
106.25153,273.0,43.600006,347.77072
106.32153,273.0,42.399963,348.20306
106.39154,273.0,43.00003,347.98743
106.46154,273.0,43.00003,347.98743
106.53154,272.0,41.799988,347.9488
106.60155,272.0,41.799988,347.9488
106.67155,271.0,41.19998,347.69647
106.74155,271.0,40.0,348.12653
106.81155,271.0,40.0,348.12653
106.881546,270.0,37.600037,348.51584
106.95155,270.0,37.600037,348.51584
107.02155,269.0,37.600037,348.0573
107.09155,269.0,37.600037,348.0573
107.16156,265.0,36.399994,346.6586
107.23156,265.0,36.99997,346.44147
107.30156,264.0,36.99997,345.98444
107.37156,263.0,36.399994,345.74738
107.44156,263.0,36.399994,345.74738
107.511566,263.0,36.99997,345.52737
107.581566,263.0,36.99997,345.52737
107.651566,262.0,36.399994,345.29175
107.72157,262.0,36.399994,345.29175
107.79157,262.0,36.399994,345.29175
107.86157,261.0,36.99997,344.61325
107.93157,261.0,36.99997,344.61325
108.00157,261.0,35.799988,345.05804
108.07158,262.0,36.399994,345.29175
108.14158,262.0,36.399994,345.29175
108.21158,260.0,35.799988,344.60385
108.281586,260.0,35.799988,344.60385
108.351585,260.0,35.799988,344.60385
108.421585,260.0,35.200012,344.8261
108.491585,260.0,35.200012,344.8261
108.561584,259.0,35.200012,344.37335
108.63159,259.0,35.200012,344.37335
108.70159,259.0,35.200012,344.37335
108.77159,260.0,35.799988,344.60385
108.8416,260.0,35.200012,344.8261
108.9116,260.0,35.200012,344.8261
108.9816,260.0,35.200012,344.8261
109.0516,262.0,34.0,346.1672
109.1216,262.0,34.0,346.1672
109.191605,262.0,32.200012,346.81302
109.261604,262.0,32.200012,346.81302
109.331604,262.0,32.200012,346.81302
109.40161,263.0,31.0,347.6814
109.47161,263.0,31.0,347.6814
109.54161,263.0,28.600006,348.51508
109.61161,263.0,28.600006,348.51508
109.68161,263.0,28.600006,348.51508
109.75162,264.0,26.199982,349.76535
109.82162,264.0,26.199982,349.76535
109.89162,265.0,26.199982,350.1974
109.961624,265.0,26.199982,350.1974
110.031624,265.0,26.199982,350.1974
110.10162,266.0,25.600006,350.8276
110.17162,266.0,25.600006,350.8276
110.24162,267.0,26.199982,351.0614
110.31163,267.0,25.0,351.45425
110.38163,267.0,25.0,351.45425
110.45163,267.0,25.0,351.45425
110.52164,268.0,25.600006,351.68896
110.59164,268.0,25.600006,351.68896
110.66164,268.0,25.600006,351.68896
110.731636,269.0,25.0,352.313
110.801636,269.0,25.0,352.313
110.87164,269.0,23.800018,352.697
110.94164,269.0,23.800018,352.697
111.01164,269.0,23.800018,352.697
111.08165,269.0,23.200012,352.88766
111.15165,269.0,23.200012,352.88766
111.22165,269.0,21.399994,353.45447
111.29165,269.0,21.399994,353.45447
111.36165,269.0,21.399994,353.45447
111.431656,268.0,21.399994,353.03293
111.501656,268.0,21.399994,353.03293
111.571655,269.0,21.399994,353.45447
111.64166,269.0,21.399994,353.45447
111.71166,269.0,21.399994,353.45447
111.78166,269.0,21.399994,353.45447
111.85166,269.0,21.399994,353.45447
111.92166,269.0,21.399994,353.876
111.99167,270.0,21.99997,353.68924
112.06167,270.0,21.99997,353.26642
112.13167,269.0,21.399994,353.45447
112.201675,270.0,20.799988,354.06195
112.271675,270.0,20.799988,354.06195
112.341675,270.0,20.799988,354.06195
112.411674,270.0,19.0,354.61465
112.481674,270.0,19.0,354.61465
112.55168,270.0,17.200012,355.15988
112.62168,270.0,17.200012,355.15988
112.69168,270.0,17.200012,355.15988
112.76169,271.0,17.200012,355.57257
112.83169,271.0,17.200012,355.57257
112.90169,271.0,16.600006,355.75143
112.97169,271.0,17.799988,355.3929
113.04169,271.0,17.799988,355.3929
113.111694,271.0,16.0,355.9295
113.181694,271.0,16.0,355.9295
113.25169,271.0,13.600006,356.63376
113.3217,272.0,13.0000305,357.21198
113.3917,272.0,13.0000305,357.21198
113.4617,272.0,7.6000366,358.73376
113.5317,273.0,6.399994,359.06378
113.6017,271.0,4.5999756,359.16562
113.67171,271.0,4.5999756,359.16562
113.74171,272.0,1.6000061,360.3552
113.81171,272.0,1.6000061,360.3552
113.881714,273.0,1.0,360.8945
113.95171,273.0,0.4000244,361.05096
114.02171,273.0,0.4000244,361.05096
114.09171,273.0,1.0,360.8945
114.16171,273.0,1.0,360.8945
114.23172,272.0,1.0,360.51346
114.30172,272.0,1.6000061,360.3552
114.37172,272.0,1.6000061,360.3552
114.44173,272.0,2.2000122,360.19623
114.51173,272.0,2.2000122,360.19623
114.581726,273.0,1.0,360.8945
114.651726,274.0,1.0,361.2755
114.721725,274.0,1.0,361.2755
114.79173,275.0,0.4000244,361.81082
114.86173,275.0,0.4000244,361.81082
114.93173,274.0,0.4000244,361.4309
115.00174,275.0,0.4000244,361.81082
115.07174,275.0,-0.7999878,361.73965
115.14174,274.0,0.4000244,361.4309
115.21174,274.0,0.4000244,361.4309
115.28174,274.0,-0.2000122,361.96442
115.351746,275.0,-0.2000122,361.96442
115.421745,275.0,-0.2000122,361.96442
115.491745,275.0,-0.2000122,361.96442
115.56175,275.0,-0.2000122,361.96442
115.63175,275.0,-0.2000122,361.96442
115.70175,275.0,-0.2000122,361.96442
115.77175,275.0,0.4000244,361.81082
115.84175,275.0,0.4000244,361.81082
115.91176,275.0,0.4000244,361.81082
115.98176,274.0,-0.2000122,361.5856
116.05176,274.0,-0.2000122,361.5856
116.121765,274.0,0.4000244,361.4309
116.191765,274.0,0.4000244,361.4309
116.261765,274.0,0.4000244,361.4309
116.331764,274.0,0.4000244,361.4309
116.401764,274.0,0.4000244,361.4309
116.47177,275.0,1.6000061,361.5016
116.54177,275.0,1.6000061,361.5016
116.61177,275.0,1.6000061,361.5016
116.68178,274.0,1.6000061,361.11945
116.75178,274.0,1.6000061,361.11945
116.82178,275.0,1.6000061,361.5016
116.89178,275.0,1.6000061,361.5016
116.96178,275.0,-0.2000122,361.96442
117.031784,275.0,-0.2000122,361.96442
117.10178,275.0,2.2000122,361.34595
117.17178,275.0,2.2000122,361.34595
117.24179,275.0,2.2000122,361.34595
117.31179,275.0,5.200012,360.5575
117.38179,275.0,5.200012,360.5575
117.45179,274.0,7.6000366,359.5207
117.52179,274.0,7.6000366,359.5207
117.5918,274.0,7.6000366,359.5207
117.6618,274.0,16.0,357.16016
117.7318,274.0,16.0,357.16016
117.8018,273.0,20.799988,355.32272
117.8718,273.0,20.799988,355.32272
117.9418,273.0,20.799988,355.32272
118.0118,273.0,23.200012,354.5894
118.0818,273.0,23.200012,354.5894
118.15181,272.0,25.0,353.60107
118.22181,272.0,25.0,353.60107
118.29181,271.0,25.600006,352.98102
118.36182,271.0,27.399963,352.4037
118.431816,270.0,28.00003,351.77338
118.501816,270.0,28.600006,351.57687
118.571815,270.0,28.600006,351.57687
118.641815,269.0,32.200012,349.93268
118.71182,269.0,32.200012,349.93268
118.78182,269.0,35.799988,348.69138
118.85182,269.0,35.799988,348.69138
118.92183,269.0,35.799988,348.69138
118.99183,267.0,38.200012,346.924
119.06183,267.0,38.200012,346.924
119.13183,267.0,39.399994,346.48834
119.20183,267.0,39.399994,346.48834
119.271835,267.0,39.399994,346.48834
119.341835,267.0,40.0,346.26892
119.411835,267.0,40.0,346.26892
119.48184,267.0,41.799988,345.60434
119.55184,266.0,41.799988,345.13544
119.62184,266.0,41.799988,345.13544
119.69184,265.0,41.19998,344.89215
119.76184,265.0,41.19998,344.89215
119.83185,267.0,42.399963,345.38068
119.90185,267.0,42.399963,345.38068
119.97185,267.0,42.399963,345.38068
120.041855,268.0,43.00003,345.6278
120.111855,267.0,42.399963,345.38068
120.181854,266.0,43.00003,344.68396
120.251854,266.0,43.00003,344.68396
120.32185,266.0,43.600006,344.4566
120.39186,266.0,43.600006,344.4566
120.46186,265.0,43.00003,344.21204
120.53186,265.0,43.00003,344.21204
120.60187,265.0,43.00003,344.21204
120.67187,265.0,41.799988,344.66656
120.74187,265.0,41.799988,344.66656
120.81187,265.0,41.19998,344.89215
120.88187,265.0,40.600006,345.1167
120.95187,265.0,40.600006,345.1167
121.02187,263.0,40.600006,344.1849
121.09187,263.0,40.600006,344.1849
121.16188,263.0,40.600006,344.1849
121.23188,263.0,40.600006,344.1849
121.30188,263.0,40.600006,344.1849
121.37188,263.0,39.399994,344.6367
121.44188,263.0,39.399994,344.6367
121.51189,263.0,38.80002,344.86096
121.58189,263.0,38.80002,344.86096
121.651886,262.0,38.200012,345.08414
121.72189,263.0,40.0,344.41135
121.79189,262.0,37.600037,344.84775
121.86189,262.0,36.99997,345.0703
121.93189,262.0,36.99997,345.0703
122.00189,262.0,35.799988,345.5122
122.0719,262.0,35.799988,345.5122
122.1419,262.0,35.799988,345.5122
122.2119,263.0,36.399994,345.74738
122.281906,263.0,36.399994,345.74738
122.351906,263.0,35.799988,345.96637
122.421906,263.0,35.799988,345.96637
122.491905,263.0,35.799988,345.96637
122.561905,264.0,34.0,347.067
122.63191,264.0,34.0,347.067
122.70191,263.0,31.600006,347.47055
122.77191,263.0,31.600006,347.47055
122.84192,263.0,31.600006,347.47055
122.91192,262.0,29.799988,347.66006
122.98192,262.0,29.799988,347.66006
123.05192,260.0,29.200012,346.99182
123.12192,260.0,29.200012,346.99182
123.191925,260.0,29.200012,346.99182
123.261925,260.0,26.199982,347.6053
123.331924,259.0,21.99997,349.0381
123.40193,259.0,21.99997,349.0381
123.47193,259.0,21.99997,349.0381
123.54193,259.0,20.200012,349.63818
123.61193,259.0,20.200012,349.63818
123.68193,259.0,20.799988,349.43906
123.75194,259.0,20.799988,349.43906
123.82194,259.0,20.799988,349.43906
123.89194,260.0,21.99997,349.4609
123.961945,260.0,21.99997,349.4609
124.031944,261.0,21.399994,350.08212
124.101944,261.0,21.399994,350.08212
124.17194,261.0,21.399994,350.08212
124.24194,261.0,21.399994,350.08212
124.31195,261.0,21.399994,350.08212
124.38195,261.0,20.799988,350.27957
124.45195,261.0,20.799988,350.27957
124.52196,261.0,20.799988,350.27957
124.59196,260.0,18.399994,350.64532
124.66196,260.0,18.399994,350.64532
124.73196,262.0,17.200012,351.85837
124.801956,262.0,17.200012,351.85837
124.87196,262.0,16.600006,352.0484
124.94196,262.0,17.200012,351.85837
125.01196,262.0,17.200012,351.85837
125.08197,262.0,17.200012,352.27106
125.15197,263.0,17.200012,352.27106
125.22197,264.0,17.200012,352.68375
125.29197,264.0,17.200012,352.68375
125.36197,264.0,17.799988,352.49536
125.43198,264.0,17.799988,352.49536
125.501976,264.0,17.799988,352.49536
125.571976,264.0,19.0,352.11594
125.64198,264.0,19.0,352.11594
125.71198,264.0,18.399994,352.3061
125.78198,264.0,18.399994,352.3061
125.85198,264.0,18.399994,352.3061
125.92198,264.0,19.0,352.11594
125.99199,264.0,19.0,352.11594
126.06199,263.0,20.200012,351.31412
126.13199,263.0,20.200012,351.31412
126.201996,263.0,20.200012,351.31412
126.271996,264.0,20.799988,351.54037
126.341995,264.0,20.799988,351.54037
126.411995,264.0,20.799988,351.54037
126.481995,265.0,20.799988,351.96063
126.552,265.0,20.799988,351.96063
126.622,264.0,20.200012,352.15207
126.692,265.0,20.200012,352.15207
126.76201,265.0,20.200012,352.15207
126.83201,265.0,20.200012,352.15207
126.90201,265.0,20.799988,351.96063
126.97201,265.0,20.799988,351.96063
127.04201,265.0,20.799988,351.96063
127.112015,266.0,20.799988,352.3809
127.182014,266.0,20.799988,352.3809
127.252014,266.0,21.399994,352.18982
127.32202,266.0,21.399994,352.18982
127.39202,266.0,22.600037,351.80505
127.46202,266.0,23.200012,351.6114
127.53202,266.0,23.200012,351.6114
127.60202,267.0,25.600006,351.25827
127.67203,267.0,25.600006,351.25827
127.74203,267.0,23.800018,351.8435
127.81203,266.0,23.200012,351.6114
127.882034,266.0,23.200012,351.6114
127.952034,266.0,24.399994,351.2213
128.02203,266.0,24.399994,351.2213
128.09204,265.0,23.800018,350.99005
128.16203,265.0,24.399994,350.79327
128.23204,264.0,26.799988,349.56354
128.30203,264.0,29.200012,348.74686
128.37204,264.0,31.600006,347.91483
128.44205,264.0,33.399994,347.28046
128.51205,264.0,33.399994,347.28046
128.58205,263.0,34.0,346.6171
128.65204,263.0,34.0,346.6171
128.72205,263.0,37.600037,345.30627
128.79205,262.0,37.600037,344.84775
128.86206,262.0,37.600037,344.84775
128.93205,261.0,38.200012,344.16418
129.00206,261.0,38.200012,344.16418
129.07205,261.0,38.200012,344.16418
129.14206,260.0,39.399994,343.24792
129.21207,260.0,39.399994,343.24792
129.28206,259.0,39.399994,342.78503
129.35207,259.0,39.399994,342.78503
129.42206,259.0,39.399994,342.78503
129.49207,258.0,40.600006,341.85547
129.56207,258.0,40.600006,341.85547
129.63208,257.0,40.600006,341.3896
129.70207,257.0,40.600006,341.3896
129.77206,257.0,40.600006,341.3896
129.84207,255.0,40.600006,339.9919
129.91208,253.0,40.600006,339.526
129.98209,253.0,40.600006,339.526
130.05208,253.0,40.600006,339.526
130.12209,252.0,40.0,339.30295
130.19208,252.0,40.0,339.30295
130.26208,251.0,39.399994,339.0817
130.33209,251.0,39.399994,339.0817
130.40208,251.0,39.399994,339.0817
130.47209,251.0,39.399994,339.0817
130.54208,251.0,39.399994,339.0817
130.61209,252.0,39.399994,339.54462
130.6821,252.0,39.399994,339.54462
130.7521,252.0,39.399994,339.54462
130.8221,252.0,39.399994,339.54462
130.89209,252.0,39.399994,339.54462
130.9621,253.0,40.600006,339.526
131.0321,253.0,40.600006,339.526
131.10211,253.0,40.600006,339.526
131.1721,253.0,40.0,339.76733
131.24211,253.0,40.0,339.76733
131.3121,254.0,38.80002,340.70798
131.38211,254.0,38.80002,340.70798
131.45212,254.0,38.80002,340.70798
131.52211,255.0,39.399994,340.93335
131.59212,257.0,39.399994,341.8592
131.66211,257.0,39.399994,341.8592
131.73212,257.0,39.399994,341.8592
131.80212,260.0,40.0,343.01813
131.87213,260.0,40.0,343.01813
131.94212,262.0,39.399994,344.17377
132.01212,262.0,39.399994,344.17377
132.08212,262.0,39.399994,344.17377
132.15213,263.0,39.399994,344.6367
132.22214,263.0,39.399994,344.6367
132.29213,263.0,39.399994,344.6367
132.36214,263.0,39.399994,344.6367
132.43213,263.0,39.399994,344.6367
132.50214,263.0,38.80002,344.86096
132.57214,263.0,38.80002,344.86096
132.64214,263.0,40.0,344.41135
132.71214,263.0,40.0,344.41135
132.78214,263.0,40.0,344.41135
132.85214,263.0,39.399994,344.6367
132.92215,263.0,39.399994,344.6367
132.99216,263.0,40.0,344.41135
133.06215,263.0,39.399994,344.6367
133.13214,263.0,39.399994,344.6367
133.20215,264.0,40.600006,344.6508
133.27216,265.0,40.600006,345.1167
133.34216,264.0,40.0,344.87573
133.41216,264.0,40.0,344.87573
133.48216,264.0,39.399994,345.0996
133.55215,264.0,39.399994,345.0996
133.62216,263.0,40.0,344.41135
133.69217,263.0,40.0,344.41135
133.76216,263.0,40.0,344.41135
133.83217,262.0,38.200012,344.62418
133.90216,262.0,38.200012,344.62418
133.97217,261.0,36.99997,344.61325
134.04218,261.0,37.600037,344.38922
134.11218,261.0,37.600037,344.38922
134.18217,259.0,38.200012,343.24426
134.25217,259.0,38.200012,343.24426
134.32217,259.0,35.799988,344.1497
134.39218,259.0,35.200012,344.37335
134.46219,259.0,35.200012,344.37335
134.53218,258.0,34.599976,344.14468
134.60219,259.0,34.599976,344.59598
134.67218,259.0,35.200012,344.37335
134.74219,259.0,34.0,344.81754
134.8122,260.0,34.599976,345.0473
134.88219,260.0,34.599976,345.0473
134.9522,262.0,35.200012,345.73157
135.02219,262.0,34.599976,345.9499
135.0922,262.0,34.599976,345.9499
135.1622,265.0,34.599976,347.30383
135.23221,265.0,34.599976,347.30383
135.3022,270.0,34.599976,349.56036
135.3722,271.0,35.200012,349.80618
135.4422,271.0,35.200012,349.80618
135.5122,274.0,41.19998,349.09863
135.58221,274.0,41.19998,349.09863
135.6522,274.0,40.0,349.5197
135.72221,275.0,38.80002,350.39825
135.7922,275.0,38.80002,350.39825
135.86221,273.0,38.200012,349.68387
135.93222,273.0,38.200012,349.68387
136.00221,273.0,38.200012,349.68387
136.07222,273.0,37.600037,349.8914
136.14221,273.0,37.600037,349.8914
136.21222,272.0,36.99997,349.1838
136.28223,271.0,36.99997,349.1838
136.35223,271.0,38.200012,348.76392
136.42223,271.0,38.200012,348.76392
136.49222,271.0,39.399994,348.34003
136.56223,271.0,39.399994,348.34003
136.63223,271.0,39.399994,348.34003
136.70224,271.0,40.0,348.12653
136.77223,271.0,40.0,348.12653
136.84224,271.0,40.600006,347.91202
136.91223,271.0,40.600006,347.91202
136.98224,271.0,40.600006,347.91202
137.05225,271.0,40.0,348.12653
137.12224,271.0,40.0,348.12653
137.19225,271.0,41.19998,347.69647
137.26224,271.0,41.19998,347.69647
137.33224,271.0,41.19998,347.69647
137.40225,270.0,40.600006,347.4461
137.47226,270.0,40.600006,347.4461
137.54225,270.0,40.0,347.66214
137.61224,270.0,40.0,347.66214
137.68225,270.0,40.0,347.66214
137.75226,273.0,41.19998,348.16388
137.82227,271.0,40.600006,347.91202
137.89226,271.0,40.600006,347.91202
137.96227,271.0,40.600006,347.91202
138.03226,267.0,40.600006,346.04846
138.10226,267.0,40.600006,346.04846
138.17227,260.0,40.0,343.01813
138.24226,260.0,40.0,343.01813
138.31227,260.0,40.0,343.01813
138.38226,257.0,40.600006,341.3896
138.45227,257.0,40.600006,341.3896
138.52228,258.0,40.0,342.08936
138.59227,258.0,40.0,342.08936
138.66228,258.0,40.0,342.08936
138.73228,262.0,40.600006,343.71902
138.80228,264.0,40.0,345.34015
138.87228,265.0,40.0,345.34015
138.94229,270.0,40.600006,347.4461
139.01228,273.0,40.0,349.05533
139.08229,273.0,40.0,349.05533
139.15228,275.0,40.600006,349.77557
139.22229,275.0,40.600006,349.77557
139.2923,275.0,40.600006,349.77557
139.36229,274.0,40.0,349.5197
139.4323,274.0,40.0,349.5197
139.50229,271.0,40.0,348.12653
139.5723,271.0,40.0,348.12653
139.6423,271.0,40.0,348.12653
139.7123,268.0,40.600006,346.51434
139.7823,268.0,40.600006,346.51434
139.85231,269.0,41.19998,346.76172
139.9223,269.0,40.600006,346.98022
139.99231,269.0,40.600006,346.98022
140.06232,269.0,41.19998,346.76172
140.13231,269.0,41.19998,346.76172
140.20232,269.0,40.0,347.19772
140.27231,269.0,40.600006,346.98022
140.34232,269.0,40.600006,346.98022
140.41232,267.0,40.0,345.34015
140.48232,267.0,41.19998,345.82693
140.55232,268.0,40.600006,346.51434
140.62231,268.0,40.600006,346.51434
140.69232,274.0,40.0,349.5197
140.76233,274.0,40.0,349.5197
140.83232,281.0,40.600006,352.5709
140.90233,282.0,40.600006,353.0368
140.97234,282.0,40.600006,353.0368
141.04233,283.0,40.0,353.6993
141.11234,283.0,40.0,353.6993
141.18234,283.0,40.600006,353.5027
141.25233,284.0,40.0,354.16373
141.32234,284.0,40.0,354.16373
141.39233,284.0,40.0,354.16373
141.46234,284.0,40.0,354.16373
141.53235,284.0,40.0,354.16373
141.60234,284.0,40.0,354.16373
141.67235,284.0,40.0,354.16373
141.74234,284.0,40.600006,353.96857
141.81235,284.0,40.600006,353.96857
141.88235,282.0,40.0,353.23492
141.95235,281.0,40.0,352.7705
142.02235,281.0,40.0,352.7705
142.09236,282.0,41.19998,352.37033
142.16235,281.0,40.0,352.7705
142.23236,280.0,40.0,352.30612
142.30237,280.0,40.0,352.30612
142.37236,279.0,40.0,351.84174
142.44237,279.0,40.0,351.84174
142.51236,279.0,40.0,351.84174
142.58237,278.0,40.0,351.37732
142.65237,278.0,40.0,351.37732
142.72237,278.0,40.0,351.37732
142.79237,278.0,40.0,351.37732
142.86237,278.0,40.0,351.37732
142.93237,275.0,40.600006,349.77557
143.00238,275.0,40.600006,349.77557
143.07237,273.0,40.600006,348.8438
143.14238,273.0,40.600006,348.8438
143.21239,273.0,40.600006,348.8438
143.28238,270.0,40.600006,347.4461
143.35239,270.0,40.600006,347.4461
143.4224,268.0,40.0,346.73334
143.49239,268.0,40.0,346.73334
143.5624,268.0,40.0,346.73334
143.63239,268.0,40.600006,346.51434
143.7024,269.0,40.0,347.66214
143.7724,270.0,40.600006,347.4461
143.84239,270.0,40.600006,347.4461
143.9124,270.0,40.0,347.66214
143.98239,270.0,40.0,347.66214
144.0524,271.0,40.600006,347.91202
144.1224,271.0,40.600006,347.91202
144.1924,271.0,40.600006,347.91202
144.2624,270.0,40.0,347.66214
144.33241,270.0,40.0,347.66214
144.4024,271.0,40.600006,347.91202
144.47241,271.0,40.600006,347.91202
144.54242,271.0,40.600006,347.91202
144.61241,272.0,40.600006,348.3779
144.68242,272.0,40.600006,348.3779
144.75241,274.0,40.0,349.5197
144.82242,274.0,40.0,349.5197
144.89243,274.0,40.0,349.5197
144.96242,276.0,40.600006,350.24146
145.03242,276.0,40.600006,350.24146
145.10242,276.0,40.600006,350.24146
145.17242,276.0,40.600006,350.24146
145.24243,276.0,40.600006,350.24146
145.31242,278.0,41.19998,350.0334
145.38243,276.0,40.600006,350.24146
145.45244,276.0,40.600006,350.24146
145.52243,276.0,40.600006,350.24146
145.59244,277.0,40.600006,350.70734
145.66245,277.0,40.600006,350.70734
145.73244,279.0,40.0,351.84174
145.80244,279.0,40.0,351.84174
145.87244,279.0,40.0,351.84174
145.94244,278.0,40.0,351.37732
146.01245,278.0,40.0,351.37732
146.08244,276.0,40.0,350.44852
146.15245,276.0,40.0,350.44852
146.22244,276.0,40.0,350.44852
146.29245,275.0,40.600006,349.77557
146.36246,275.0,40.600006,349.77557
146.43245,274.0,40.600006,349.3097
146.50246,274.0,40.600006,349.3097
146.57246,274.0,40.600006,349.3097
146.64246,272.0,40.0,348.59094
146.71246,272.0,40.0,348.59094
146.78247,271.0,40.600006,347.91202
146.85246,270.0,40.0,348.12653
146.92247,269.0,40.0,347.19772
146.99246,269.0,40.0,347.19772
147.06247,268.0,40.0,346.73334
147.13248,268.0,40.0,346.73334
147.20247,268.0,40.0,346.73334
147.27248,267.0,40.600006,346.04846
147.34247,267.0,40.600006,346.04846
147.41248,265.0,40.0,345.34015
147.48248,266.0,40.0,345.80453
147.55247,266.0,40.0,345.80453
147.62248,268.0,40.600006,346.51434
147.69249,268.0,40.600006,346.51434
147.76248,268.0,40.0,346.73334
147.83249,269.0,40.600006,346.98022
147.9025,269.0,40.600006,346.98022
147.97249,269.0,40.600006,346.98022
148.0425,269.0,40.600006,346.98022
148.11249,270.0,40.600006,347.4461
148.1825,271.0,41.19998,347.69647
148.2525,271.0,41.19998,347.69647
148.3225,270.0,40.0,347.19772
148.3925,269.0,40.0,347.19772
148.4625,270.0,40.600006,347.4461
148.5325,270.0,40.600006,347.4461
148.60251,270.0,40.600006,347.4461
148.6725,270.0,40.600006,347.4461
148.74251,272.0,40.600006,348.3779
148.81252,272.0,40.0,348.59094
148.8825,272.0,40.0,348.59094
148.95251,274.0,40.600006,349.3097
149.02252,274.0,40.600006,349.3097
149.09251,273.0,40.0,349.05533
149.16252,273.0,40.600006,348.8438
149.23251,273.0,40.600006,348.8438
149.30252,273.0,40.600006,348.8438
149.37253,273.0,40.600006,348.8438
149.44252,273.0,40.0,349.05533
149.51253,273.0,40.600006,348.8438
149.58252,273.0,40.600006,348.8438
149.65253,268.0,40.600006,346.51434
149.72253,268.0,40.600006,346.51434
149.79253,268.0,40.600006,346.51434
149.86253,268.0,40.600006,346.51434
149.93254,268.0,40.600006,346.51434
150.00253,269.0,40.0,347.19772
150.07254,270.0,40.600006,347.4461
150.14255,271.0,40.600006,347.91202
150.21254,271.0,40.600006,347.91202
150.28255,272.0,40.600006,348.3779
150.35254,272.0,40.600006,348.3779
150.42255,272.0,40.600006,348.3779
150.49255,274.0,40.0,349.5197
150.56255,274.0,40.0,349.5197
150.63255,274.0,40.0,349.5197
150.70255,274.0,40.0,349.5197
150.77255,274.0,40.0,349.5197
150.84256,275.0,40.600006,349.77557
150.91255,275.0,40.600006,349.77557
150.98256,276.0,40.600006,350.24146
151.05257,276.0,40.600006,350.24146
151.12256,276.0,40.600006,350.24146
151.19257,277.0,40.0,350.91293
151.26257,277.0,40.0,350.91293
151.33257,277.0,40.600006,350.70734
151.40257,277.0,40.600006,350.70734
151.47256,277.0,40.600006,350.70734
151.54257,278.0,40.600006,351.17325
151.61258,278.0,40.600006,351.17325
151.68257,278.0,40.600006,351.17325
151.75258,278.0,40.600006,351.17325
151.82257,278.0,40.600006,351.17325
151.89258,278.0,40.600006,351.17325
151.96259,279.0,40.600006,351.63913
152.03258,279.0,40.600006,351.63913
152.10258,279.0,40.600006,351.63913
152.17259,279.0,40.600006,351.63913
152.24258,279.0,40.600006,351.63913
152.31259,279.0,40.0,351.84174
152.3826,279.0,40.0,351.84174
152.45259,279.0,40.0,351.84174
152.5226,278.0,40.600006,351.17325
152.59259,278.0,40.600006,351.17325
